S.No,Name of the author,List of Authors,Student Publication (Yes/No),Title,Type of Publication,Name of Conf/Journal/BC/TB/PT,SCOPUS Yes/No,WoS Yes/No,Publication Details,Year,Month,A.Y,URL,DoI,ISSN/ISBN,Indexing,Citations,Abstract,Keywords,Specialization,Status (Active/Inactive),,LINK,,,,,,,,
63,V Radhakrishna,"Aljawarneh S.A., Radhakrishna V., Atwood J.W.",No,Ultimate: Unearthing Latent Time Profiled Temporal Associations,Journal,Foundations of Science,Yes,Yes,Vol-25 Issue-4 Pages - 1147-1171 Publisher Springer Science and Business Media B.V.,2020,June,2019-20,,10.1007/s10699-019-09594-8,ISSN 1233-1821,Springer Science and Business Media B.V.,37,,,,,,VRK-J080,,,,,,,,
64,V Radhakrishna,"Aljawarneh S.A., Radhakrishna V., Atwood J.W.",No,Ultimate - Unearthing latent time profiled temporal associations,Conference,ACM International Conference Proceeding Series,Yes,Yes,Publisher Association for Computing Machinery,2019,March,2018-19,,10.1145/3279996.3280025,9.78E+12,Association for Computing Machinery,37,,,,,,,,,,,,,,
65,V Radhakrishna,"Vangipuram R., Kumar P.V., Janaki V., Aljawarneh S.A., Lara J.A., Khatatneh K.",No,Krishna Sudarsana—A Z-Space Interest Measure for Mining Similarity Profiled Temporal Association Patterns,Journal,Foundations of Science,Yes,Yes,Vol-25 Issue-4 Pages - 1027-1048 Publisher Springer Science and Business Media B.V.,2020,May,2019-20,,10.1007/s10699-019-09590-y,ISSN 1233-1821,Springer Science and Business Media B.V.,14,,,,,,VRK-J079,,,,,,,,
66,V Radhakrishna,"Aljawarneh S., Radhakrishna V., Reddy G.S.",No,MANTRA - A novel imputation measure for disease classification and prediction,Conference,ACM International Conference Proceeding Series,Yes,Yes,Publisher Association for Computing Machinery,2018,October,2018-19,,10.1145/3279996.3280021,9.78E+12,Association for Computing Machinery,,,,,,,,,,,,,,,
67,V Radhakrishna,"Radhakrishna V., Aljawarneh S.A., Veereswara Kumar P., Janaki V.",No,ASTRA - A Novel interest measure for unearthing latent temporal associations and trends through extending basic gaussian membership function,Journal,Multimedia Tools and Applications,Yes,Yes,Vol-78 Issue-4 Pages - 4217-4265 Publisher Springer New York LLC,2019,December,2019-20,,10.1007/s11042-017-5280-y,,Springer New York LLC,51,,,,,,VRK-J078,,,,,,,,
68,V Radhakrishna,"Radhakrishna V., Aljawarneh S., Kumar P.V., Cheruvu A.",No,Kaala VRKSHA - Extending VRKSHA for time profiled temporal association mining,Conference,ACM International Conference Proceeding Series,Yes,Yes,Publisher Association for Computing Machinery,2018,October,2018-19,,10.1145/3279996.3280026,9.78E+12,Association for Computing Machinery,34,,,,,,VRK-C077,,,,,,,,
69,V Radhakrishna,"Radhakrishna V., Kumar P.V., Janaki V.",No,Krishna sudarsana – A Z-space similarity measure,Conference,ACM International Conference Proceeding Series,Yes,Yes,Publisher Association for Computing Machinery,2018,June,2017-18,,10.1145/3234698.3234742,9.78E+12,Association for Computing Machinery,38,,,,,,,,,,,,,,
70,V Radhakrishna,"Aljawarneh S.A., Radhakrishna V., Atwood J.W.",No,Ultimate - Unearthing latent time profiled temporal associations,Conference,ACM International Conference Proceeding Series,Yes,Yes,Publisher Association for Computing Machinery,2019,March,2018-19,,10.1145/3279996.3280025,9.78E+12,Association for Computing Machinery,37,,,,,,VRK-C076,,,,,,,,
71,V Radhakrishna,"Radhakrishna V., Aljawarneh S., Cheruvu A.",No,Sequential approach for mining of temporal itemsets,Conference,ACM International Conference Proceeding Series,Yes,Yes,Publisher Association for Computing Machinery,2018,June,2017-18,,10.1145/3234698.3234731,9.78E+12,Association for Computing Machinery,36,,,,,,,,,,,,,,
72,V Radhakrishna,"Srinivas C., Guru Rao C.V., Radhakrishna V.",No,Feature vector based component clustering for software reuse,Conference,ACM International Conference Proceeding Series,Yes,Yes,Publisher Association for Computing Machinery,2018,June,2017-18,,10.1145/3234698.3234737,9.78E+12,Association for Computing Machinery,,,,,,,,,,,,,,,
73,V Radhakrishna,"Aljawarneh S., Radhakrishna V., Cheruvu A.",No,Vrksha – A novel multi-tree based sequential approach for seasonal pattern mining,Conference,ACM International Conference Proceeding Series,Yes,Yes,Publisher Association for Computing Machinery,2018,June,2017-18,,10.1145/3234698.3234735,9.78E+12,Association for Computing Machinery,51,,,,,,,,,,,,,,
74,V Radhakrishna,"Radhakrishna V., Kumar P.V., Janaki V., Aljawarneh S.",No,GANDIVA - Time profiled temporal pattern tree,Conference,ACM International Conference Proceeding Series,Yes,Yes,Publisher Association for Computing Machinery,2018,June,2017-18,,10.1145/3234698.3234734,9.78E+12,Association for Computing Machinery,46,,,,,,,,,,,,,,
75,V Radhakrishna,"Radhakrishna V., Aljawarneh S.A., Kumar P.V., Janaki V.",No,A novel fuzzy similarity measure and prevalence estimation approach for similarity profiled temporal association pattern mining,Journal,Future Generation Computer Systems,Yes,Yes,Vol-83 Issue- Pages - 582-595 Publisher Elsevier B.V.,2018,June,2017-18,,10.1016/j.future.2017.03.016,,Elsevier B.V.,77,,,,,,,,,,,,,,
76,V Radhakrishna,"Radhakrishna V., Aljawarneh S.A., Kumar P.V., Choo K.-K.R.",No,A novel fuzzy gaussian-based dissimilarity measure for discovering similarity temporal association patterns,Journal,Soft Computing,Yes,Yes,Vol-22 Issue-6 Pages - 1903-1919 Publisher Springer Verlag,2018,March,2017-18,,10.1007/s00500-016-2445-y,,Springer Verlag,87,,,,,,,,,,,,,,
77,V Radhakrishna,"Cheruvu A., Radhakrishna V., Rajasekhar N.",No,Using normal distribution to retrieve temporal associations by Euclidean distance,Conference,"Proceedings - 2017 International Conference on Engineering and MIS, ICEMIS 2017",Yes,Yes,Vol-2018-January Issue- Pages - 1-3 Publisher Institute of Electrical and Electronics Engineers Inc.,2018,February,2017-18,,10.1109/ICEMIS.2017.8273101,9.78E+12,Institute of Electrical and Electronics Engineers Inc.,25,,,,,,,,,,,,,,
78,V Radhakrishna,"Aljawarneh S.A., Radhakrishna V., Cheruvu A.",No,Extending the Gaussian membership function for finding similarity between temporal patterns,Conference,"Proceedings - 2017 International Conference on Engineering and MIS, ICEMIS 2017",Yes,Yes,Vol-2018-January Issue- Pages - 1-6 Publisher Institute of Electrical and Electronics Engineers Inc.,2018,February,2017-18,,10.1109/ICEMIS.2017.8273100,9.78E+12,Institute of Electrical and Electronics Engineers Inc.,40,,,,,,,,,,,,,,
79,V Radhakrishna,"Aljawarneh S.A., Radhakrishna V., Kumar G.R.",No,A fuzzy measure for intrusion and anomaly detection,Conference,"Proceedings - 2017 International Conference on Engineering and MIS, ICEMIS 2017",Yes,Yes,Vol-2018-January Issue- Pages - 1-6 Publisher Institute of Electrical and Electronics Engineers Inc.,2018,February,2017-18,,10.1109/ICEMIS.2017.8273113,9.78E+12,Institute of Electrical and Electronics Engineers Inc.,25,,,,,,,,,,,,,,
80,V Radhakrishna,"Radhakrishna V., Kumar P.V., Aljawarneh S.A., Janaki V.",No,Design and analysis of a novel temporal dissimilarity measure using Gaussian membership function,Conference,"Proceedings - 2017 International Conference on Engineering and MIS, ICEMIS 2017",Yes,Yes,Vol-2018-January Issue- Pages - 1-5 Publisher Institute of Electrical and Electronics Engineers Inc.,2018,February,2017-18,,10.1109/ICEMIS.2017.8273098,9.78E+12,Institute of Electrical and Electronics Engineers Inc.,42,,,,,,,,,,,,,,
81,V Radhakrishna,"Radhakrishna V., Aljawarneh S.A., Janaki V., Kumar P.V.",No,Looking into the possibility for designing normal distribution based dissimilarity measure to discover time profiled association patterns,Conference,"Proceedings - 2017 International Conference on Engineering and MIS, ICEMIS 2017",Yes,Yes,Vol-2018-January Issue- Pages - 1-5 Publisher Institute of Electrical and Electronics Engineers Inc.,2018,February,2017-18,,10.1109/ICEMIS.2017.8273097,9.78E+12,Institute of Electrical and Electronics Engineers Inc.,39,,,,,,,,,,,,,,
82,V Radhakrishna,"N. Rajasekhar Aravind Cheruvu, V. Radhakrishna",No,Using normal distribution to retrieve temporal associations by Euclidean distance,Conference,2017 International Conference on Engineering & MIS (ICEMIS),Yes,Yes,Pages 1-3,2018,February,2017-18,,DOI: 10.1109/ICEMIS.2017.8273101,ISSN: 2575-1328,,,,,,,,,,,,,,,,
83,V Radhakrishna,"Aravind Cheruvu Shadi Aljawarneh, V. Radhakrishna",No,VRKSHA: A Novel Multi-Tree Based Sequential Approach for Seasonal Pattern Mining,Conference,Published in: · Proceeding ICEMIS '18 Proceedings of the Fourth International Conference on Engineering & MIS 2018,Yes,Yes,Pages 1-10 Article No.: 37,2018,June,2017-18,,https://doi.org/10.1145/3234698.3234735,ISBN: 978-1-4503-6392-1,,51,,,,,,,,,,,,,,
84,V Radhakrishna,"V.Janaki Vangipuram Radhakrishna, P.V.Kumar",No,Krishna Sudarsana: A Z-Space Similarity Measure,Conference,ICEMIS '18 Proceedings of the Fourth International Conference on Engineering & MIS 2018,Yes,Yes,Article No.: 44Pages 1–4,2018,June,2017-18,,https://doi.org/10.1145/3234698.3234742,ISBN: 978-1-4503-6392-1,,38,,,,,,,,,,,,,,
85,V Radhakrishna,"Vangipuram Radhakrishna, Puligadda Veereswara Kumar, Vinjamuri Janaki",No,SRIHASS-a similarity measure for discovery of hidden time profiled temporal associations,Journal,Multimedia Tools and Applications,Yes,Yes,Volume 77 Issue 14 Pages 17643-17692 Publisher Springer US,2018,July,2017-18,,DOI https://doi.org/10.1007/s11042-017-5185-9,ISSN. 1380-7501,,42,,,,,,VRK-J073,,,,,,,,
86,V Radhakrishna,"Radhakrishna V., Veereswara Kumar P., Janaki V.",No,SRIHASS - a similarity measure for discovery of hidden time profiled temporal associations,Journal,Multimedia Tools and Applications,Yes,Yes,Vol-77 Issue-14 Pages - 17643-17692 Publisher Springer New York LLC,2017,September,2017-18,,10.1007/s11042-017-5185-9,,Springer New York LLC,42,,,,,,,,,,,,,,
87,V Radhakrishna,"Aljawarneh S.A., Vangipuram R., Puligadda V.K., Vinjamuri J.",No,G-SPAMINE: An approach to discover temporal association patterns and trends in internet of things,Journal,Future Generation Computer Systems,Yes,Yes,Vol-74 Issue- Pages - 430-443 Publisher Elsevier B.V.,2017,September,2017-18,,10.1016/j.future.2017.01.013,,Elsevier B.V.,151,,,,,,,,,,,,,,
88,V Radhakrishna,"Radhakrishna V., Kumar G.R., Aljawarneh S.",No,Optimising business intelligence results through strategic application of software process model,Journal,International Journal of Intelligent Enterprise,Yes,Yes,Vol-4 Issue-44228 Pages - 128-142 Publisher Inderscience Publishers,2017,September,2017-18,,10.1504/IJIE.2017.087013,,Inderscience Publishers,8,,,,,,,,,,,,,,
89,V Radhakrishna,"Radhakrishna V., Kumar P.V., Janaki V.",No,A computationally efficient approach for mining similar temporal patterns,Conference,Advances in Intelligent Systems and Computing,Yes,Yes,Vol-576 Issue- Pages - 197-208 Publisher Springer Verlag,2017,May,2016-17,,10.1007/978-3-319-58088-3_19,9.78E+12,Springer Verlag,37,,,,,,,,,,,,,,
90,V Radhakrishna,"Radhakrishna V., Kumar P.V., Janaki V., Rajasekhar N.",No,Estimating prevalence bounds of temporal association patterns to discover temporally similar patterns,Conference,Advances in Intelligent Systems and Computing,Yes,Yes,Vol-576 Issue- Pages - 209-220 Publisher Springer Verlag,2017,May,2016-17,,10.1007/978-3-319-58088-3_20,9.78E+12,Springer Verlag,25,,,,,,,,,,,,,,
91,V Radhakrishna,"Cheruvu A., Radhakrishna V.",No,Estimating temporal pattern bounds using negative support computations,Conference,"Proceedings - 2016 International Conference on Engineering and MIS, ICEMIS 2016",Yes,Yes,Publisher Institute of Electrical and Electronics Engineers Inc.,2016,November,2016-17,,10.1109/ICEMIS.2016.7745352,9.78E+12,Institute of Electrical and Electronics Engineers Inc.,21,,,,,,,,,,,,,,
92,V Radhakrishna,"Radhakrishna V., Kumar P.V., Janaki V.",No,A computationally optimal approach for extracting similar temporal patterns,Conference,"Proceedings - 2016 International Conference on Engineering and MIS, ICEMIS 2016",Yes,Yes,Publisher Institute of Electrical and Electronics Engineers Inc.,2016,November,2016-17,,10.1109/ICEMIS.2016.7745344,9.78E+12,Institute of Electrical and Electronics Engineers Inc.,35,,,,,,,,,,,,,,
93,V Radhakrishna,"Radhakrishna V., Kumar P.V., Janaki V.",No,Looking into the possibility of novel dissimilarity measure to discover similarity profiled temporal association patterns in IoT,Conference,"Proceedings - 2016 International Conference on Engineering and MIS, ICEMIS 2016",Yes,Yes,Publisher Institute of Electrical and Electronics Engineers Inc.,2016,November,2016-17,,10.1109/ICEMIS.2016.7745353,9.78E+12,Institute of Electrical and Electronics Engineers Inc.,39,,,,,,,,,,,,,,
94,V Radhakrishna,"Radhakrishna V., Kumar P.V., Janaki V.",No,Mining of outlier temporal patterns,Conference,"Proceedings - 2016 International Conference on Engineering and MIS, ICEMIS 2016",Yes,Yes,Publisher Institute of Electrical and Electronics Engineers Inc.,2016,November,2016-17,,10.1109/ICEMIS.2016.7745343,9.78E+12,Institute of Electrical and Electronics Engineers Inc.,70,,,,,,,,,,,,,,
95,V Radhakrishna,"Aljawarneh S., Radhakrishna V., Kumar P.V., Janaki V.",No,A similarity measure for temporal pattern discovery in time series data generated by IoT,Conference,"Proceedings - 2016 International Conference on Engineering and MIS, ICEMIS 2016",Yes,Yes,Publisher Institute of Electrical and Electronics Engineers Inc.,2016,November,2016-17,,10.1109/ICEMIS.2016.7745355,9.78E+12,Institute of Electrical and Electronics Engineers Inc.,71,,,,,,,,,,,,,,
96,V Radhakrishna,"Radhakrishna V., Kumar P.V., Janaki V., Aljawarneh S.",No,A similarity measure for outlier detection in timestamped temporal databases,Conference,"Proceedings - 2016 International Conference on Engineering and MIS, ICEMIS 2016",Yes,Yes,Publisher Institute of Electrical and Electronics Engineers Inc.,2016,November,2016-17,,10.1109/ICEMIS.2016.7745347,9.78E+12,Institute of Electrical and Electronics Engineers Inc.,54,,,,,,,,,,,,,,
97,V Radhakrishna,"Radhakrishna V., Kumar P.V., Janaki V., Aljawarneh S.",No,A computationally efficient approach for temporal pattern mining in IoT,Conference,"Proceedings - 2016 International Conference on Engineering and MIS, ICEMIS 2016",Yes,Yes,Publisher Institute of Electrical and Electronics Engineers Inc.,2016,November,2016-17,,10.1109/ICEMIS.2016.7745354,9.78E+12,Institute of Electrical and Electronics Engineers Inc.,,,,,,,,,,,,,,,
98,V Radhakrishna,"Radhakrishna V., Kumar P.V., Janaki V.",No,A novel approach to discover similar temporal association patterns in a single database scan,Conference,"2015 IEEE International Conference on Computational Intelligence and Computing Research, ICCIC 2015",Yes,Yes,Publisher Institute of Electrical and Electronics Engineers Inc.,2016,March,2015-16,,10.1109/ICCIC.2015.7435809,9.78E+12,Institute of Electrical and Electronics Engineers Inc.,25,,,,,,,,,,,,,,
99,V Radhakrishna,"Radhakrishna V., Kumar P.V., Janaki V.",No,Mining outlier temporal association patterns,Conference,ACM International Conference Proceeding Series,Yes,Yes,"Vol-04-05-March-2016, Publisher Association for Computing Machinery",2016,March,2015-16,,10.1145/2905055.2905320,9.78E+12,Association for Computing Machinery,,,,,,,,,,,,,,,
100,V Radhakrishna,"Radhakrishna V., Kumar P.V., Janaki V.",No,A single database scan approach for mining temporally similar association patterns,Conference,ACM International Conference Proceeding Series,Yes,Yes,Vol-04-05-March-2016 Issue- Pages - - Publisher Association for Computing Machinery,2016,March,2015-16,,10.1145/2905055.2905287,9.78E+12,Association for Computing Machinery,14,,,,,,,,,,,,,,
101,V Radhakrishna,"Radhakrishna V., Kumar P., Janaki V.",No,A novel similar temporal system call pattern mining for efficient intrusion detection,Journal,Journal of Universal Computer Science,Yes,Yes,Vol-22 Issue-4 Pages - 475-493 Publisher IICM,2016,April,2015-16,,,,IICM,53,,,,,,,,,,,,,,
102,V Radhakrishna,"Radhakrishna V., Kumar P.V., Janaki V.",No,An approach for mining similar temporal association patterns in single database scan,Conference,"Smart Innovation, Systems and Technologies",Yes,Yes,Vol-51 Issue- Pages - 607-617 Publisher Springer Science and Business Media Deutschland GmbH,2016,March,2015-16,,,9.78E+12,Springer Science and Business Media Deutschland GmbH,26,,,,,,,,,,,,,,
103,V Radhakrishna,RadhaKrishna V.,No,Design and analysis of novel kernel measure for software fault localization,Conference,ACM International Conference Proceeding Series,Yes,Yes,Vol-24-26-September-2015 Issue- Pages - - Publisher Association for Computing Machinery,2015,September,2015-16,,,9.78E+12,Association for Computing Machinery,19,,,,,,,,,,,,,,
104,V Radhakrishna,"Radhakrishna V., Kumar P.V., Janaki V.",No,A survey on temporal databases and data mining,Conference,ACM International Conference Proceeding Series,Yes,Yes,Vol-24-26-September-2015 Issue- Pages - - Publisher Association for Computing Machinery,2015,September,2015-16,,,9.78E+12,Association for Computing Machinery,47,,,,,,,,,,,,,,
105,V Radhakrishna,"Radhakrishna V., Kumar P.V., Janaki V.",No,A temporal pattern mining based approach for intrusion detection using similarity measure,Conference,ACM International Conference Proceeding Series,Yes,Yes,Vol-24-26-September-2015 Issue- Pages - - Publisher Association for Computing Machinery,2015,September,2015-16,,,9.78E+12,Association for Computing Machinery,20,,,,,,,,,,,,,,
106,V Radhakrishna,"Sruthi B., Scholar P.G., Radhakrishna V.",No,Secure data transmission using MS-extended 8-bit ASCII character set,Conference,ACM International Conference Proceeding Series,Yes,Yes,Vol-24-26-September-2015 Issue- Pages - - Publisher Association for Computing Machinery,2015,September,2015-16,,,9.78E+12,Association for Computing Machinery,2,,,,,,,,,,,,,,
107,V Radhakrishna,"Radhakrishna V., Kumar P.V., Janaki V.",No,An approach for mining similarity profiled temporal association patterns using Gaussian based dissimilarity measure,Conference,ACM International Conference Proceeding Series,Yes,Yes,Vol-24-26-September-2015 Issue- Pages - - Publisher Association for Computing Machinery,2015,September,2015-16,,,9.78E+12,Association for Computing Machinery,50,,,,,,,,,,,,,,
